tf,rank,viper,prior_chipseq,prior_expression,min_fdr,mean_nes,n_methods_supporting,method_consistency,both_families_positive,prior_plausible_club_tf,tier
ZNF473,729,-1.8928234044530416,,-1.8928234044530416,0.2240973251921273,-1.8928234044530416,0,,False,False,weak
ZNF620,730,-1.9108373111098118,,-1.9108373111098118,0.3120275853505259,-1.9108373111098118,0,,False,False,weak
KLF7,731,-1.9139485711125666,,-1.9139485711125666,0.2879224301273851,-1.9139485711125666,0,,False,False,weak
HNF4A,732,-1.9308662653476243,-1.4250485132546995,-1.260454760013506,0.5077294638771174,-1.9308662653476243,0,,False,False,weak
NPAS1,733,-1.9310484080110564,,-1.9310484080110564,0.3666405809697376,-1.9310484080110564,0,,False,False,weak
FOXP2,734,-1.9328853642985628,-1.0371978077870083,-1.6675144222215081,0.4745889446526332,-1.9328853642985628,0,,False,False,weak
DDIT3,735,-1.9439338382139288,,-1.9439338382139288,0.2595873795527308,-1.9439338382139288,0,,False,False,weak
TBPL1,736,-1.946345362089653,,-1.946345362089653,0.2543955510205108,-1.946345362089653,0,,False,False,weak
AEBP2,737,-1.957388594060062,,-1.957388594060062,0.3509719159117181,-1.957388594060062,0,,False,False,weak
ZHX1,738,-1.9592667840873852,-2.0177022031599137,-0.1291092629031544,0.1000907469053023,-1.9592667840873852,0,,False,False,weak
ZNF133,739,-1.969746665060442,,-1.969746665060442,0.2454162799931031,-1.969746665060442,0,,False,False,weak
TFDP2,740,-1.9697800548456417,,-1.9697800548456417,0.3911589782535651,-1.9697800548456417,0,,False,False,weak
EEA1,741,-1.9754928488206094,,-1.9754928488206094,0.3385004661845627,-1.9754928488206094,0,,False,False,weak
TIGD2,742,-1.9771807943252069,,-1.9771807943252069,0.3866991224306196,-1.9771807943252069,0,,False,False,weak
ZNF331,743,-1.9796164503305387,,-1.9796164503305387,0.3053228492497003,-1.9796164503305387,0,,False,False,weak
ZNF850,744,-1.9826155197280202,,-1.9826155197280202,0.2551368133216535,-1.9826155197280202,0,,False,False,weak
ZNF573,745,-1.9941916351329638,,-1.9941916351329638,0.3890504551791545,-1.9941916351329638,0,,False,False,weak
PBX2,746,-2.0096274861666736,-1.7617796985207566,-0.16623059573025192,0.1630049240277657,-2.0096274861666736,0,,False,False,weak
GATA5,747,-2.0152479283674856,,-2.0152479283674856,0.3291076122214906,-2.0152479283674856,0,,False,False,weak
NFATC1,748,-2.0266504181659437,-1.5591594657517176,-0.7137043548872858,0.3621486662276486,-2.0266504181659437,0,,False,False,weak
TEF,749,-2.0279752876317874,,-2.0279752876317874,0.2651903339347651,-2.0279752876317874,0,,False,False,weak
TP73,750,-2.0308293904795574,,-2.0308293904795574,0.3998023280160161,-2.0308293904795574,0,,False,False,weak
ARNT2,751,-2.033744682821901,,-2.033744682821901,0.3136943554803748,-2.033744682821901,0,,False,False,weak
TRPS1,752,-2.033750766815724,,-2.033750766815724,0.0148310717194494,-2.033750766815724,0,,False,False,candidate
ZNF775,753,-2.0357215653396348,,-2.0357215653396348,0.2351566556871084,-2.0357215653396348,0,,False,False,weak
FOXN3,754,-2.0394993472514753,,-2.0394993472514753,0.3522399094557488,-2.0394993472514753,0,,False,False,weak
ZNF14,755,-2.0401656771014767,,-2.0401656771014767,0.3314553180609314,-2.0401656771014767,0,,False,False,weak
SIX1,756,-2.055048839490156,,-2.055048839490156,0.335580239144836,-2.055048839490156,0,,False,False,weak
ZNF107,757,-2.0559584397501482,,-2.0559584397501482,0.3706716658842815,-2.0559584397501482,0,,False,False,weak
ZNF587B,758,-2.065039039011423,,-2.065039039011423,0.1883464176517159,-2.065039039011423,0,,False,False,weak
SOX4,759,-2.0660334821043067,,-2.0660334821043067,0.2441753770497923,-2.0660334821043067,0,,False,False,weak
ZNF426,760,-2.0736572873404717,,-2.0736572873404717,0.3316863738591442,-2.0736572873404717,0,,False,False,weak
ZNF726,761,-2.074206465781485,,-2.074206465781485,0.3095970380854953,-2.074206465781485,0,,False,False,weak
ZNF284,762,-2.0752188231921225,,-2.0752188231921225,0.3095970380854953,-2.0752188231921225,0,,False,False,weak
ZNF773,763,-2.085750453794251,,-2.085750453794251,0.3484915022530907,-2.085750453794251,0,,False,False,weak
ZNF30,764,-2.0866608496276937,,-2.0866608496276937,0.3274431886641361,-2.0866608496276937,0,,False,False,weak
ZNF462,765,-2.0868502412790453,,-2.0868502412790453,0.2852271325544933,-2.0868502412790453,0,,False,False,weak
HMGN3,766,-2.0909712962359563,-1.3285910870406128,-1.584221918588058,0.3773323752833579,-2.0909712962359563,0,,False,False,weak
KLF9,767,-2.0965424076682977,-1.29267445925972,-1.5084675335093818,0.3465252661184743,-2.0965424076682977,0,,False,False,weak
ZSCAN9,768,-2.1074305397121798,,-2.1074305397121798,0.1998804119719649,-2.1074305397121798,0,,False,False,weak
ZBTB49,769,-2.137419318553804,,-2.137419318553804,0.2171000263049553,-2.137419318553804,0,,False,False,weak
TFEB,770,-2.1403058263840915,-0.3691351367204212,-2.0449728286703057,0.2329854537726257,-2.1403058263840915,0,,False,False,weak
TCF3,771,-2.142551236961784,-1.3469110942915588,-1.6416910469528614,0.3924587127884195,-2.142551236961784,0,,False,False,weak
SMYD3,772,-2.1441725536352907,,-2.1441725536352907,0.2098025735139999,-2.1441725536352907,0,,False,False,weak
ZNF322,773,-2.146466478277965,,-2.146466478277965,0.1883561567382109,-2.146466478277965,0,,False,False,weak
ZNF788P,774,-2.150590590786975,,-2.150590590786975,0.2261193798475451,-2.150590590786975,0,,False,False,weak
ZNF583,775,-2.1622847889100387,,-2.1622847889100387,0.2721120329777435,-2.1622847889100387,0,,False,False,weak
MNT,776,-2.163654549465239,-1.135083771135527,-1.8023538103824954,0.4192348321599494,-2.163654549465239,0,,False,False,weak
DLX4,777,-2.181556703305284,,-2.181556703305284,0.2752993968216145,-2.181556703305284,0,,False,False,weak
PBX1,778,-2.1932351396239973,-0.8732019015143042,-2.0400022972839715,0.3581576319100236,-2.1932351396239973,0,,False,False,weak
TFE3,779,-2.1974167424630098,,-2.1974167424630098,0.2329854537726257,-2.1974167424630098,0,,False,False,weak
FOSB,780,-2.231548709616736,,-2.231548709616736,0.2968651296844645,-2.231548709616736,0,,False,False,weak
JDP2,781,-2.258950467247304,,-2.258950467247304,0.2334171448557212,-2.258950467247304,0,,False,False,weak
KCNIP3,782,-2.2641783617730997,,-2.2641783617730997,0.2543955510205108,-2.2641783617730997,0,,False,False,weak
SOX6,783,-2.2645309708253265,-1.0526316788489811,-2.0137318048833497,0.3857825255197893,-2.2645309708253265,0,,False,False,weak
ZNF614,784,-2.2841189201551417,,-2.2841189201551417,0.152720242578379,-2.2841189201551417,0,,False,False,weak
ZNF383,785,-2.292812370295099,,-2.292812370295099,0.2626922869220127,-2.292812370295099,0,,False,False,weak
ST18,786,-2.3026770608992413,,-2.3026770608992413,0.1717331441422602,-2.3026770608992413,0,,False,False,weak
ZNF843,787,-2.305998993717398,,-2.305998993717398,0.2696579847879143,-2.305998993717398,0,,False,False,weak
ZNF891,788,-2.3139934553756887,,-2.3139934553756887,0.2025769332864563,-2.3139934553756887,0,,False,False,weak
ZBED4,789,-2.320539471135279,,-2.320539471135279,0.1990761869593367,-2.320539471135279,0,,False,False,weak
ZZZ3,790,-2.328840628338037,-1.2418824789686305,-2.0362656773037546,0.3291076122214906,-2.328840628338037,0,,False,False,weak
EGR2,791,-2.3333556433714597,,-2.3333556433714597,0.2917713651267499,-2.3333556433714597,0,,False,False,weak
ZNF705D,792,-2.3338863158837846,,-2.3338863158837846,0.0514640067628709,-2.3338863158837846,0,,False,False,candidate
SREBF1,793,-2.341737776824707,-1.8424208544306309,-1.454448965167075,0.1873697748249755,-2.341737776824707,0,,False,False,weak
THAP2,794,-2.3480165322542654,,-2.3480165322542654,0.2339365935599637,-2.3480165322542654,0,,False,False,weak
ZNF641,795,-2.350549722423326,,-2.350549722423326,0.1658584043429991,-2.350549722423326,0,,False,False,weak
ZNF275,796,-2.354321385741395,,-2.354321385741395,0.086512088969322,-2.354321385741395,0,,False,False,candidate
ZNF221,797,-2.370944292269364,,-2.370944292269364,0.3711291103456061,-2.370944292269364,0,,False,False,weak
ZNF561,798,-2.3772625945207624,,-2.3772625945207624,0.2006236136647093,-2.3772625945207624,0,,False,False,weak
ZSCAN32,799,-2.3815237214035276,,-2.3815237214035276,0.2278588344043514,-2.3815237214035276,0,,False,False,weak
ZFP69,800,-2.385089972569532,,-2.385089972569532,0.1639240594704082,-2.385089972569532,0,,False,False,weak
EGR1,801,-2.3857052843604167,-1.8791611753488258,-1.3137808605191916,0.3658426069342279,-2.3857052843604167,0,,False,False,weak
HSFX1,802,-2.388700605904561,,-2.388700605904561,0.138472447665975,-2.388700605904561,0,,False,False,weak
ATF7,803,-2.392923127282844,-2.244966659700042,-0.1768480291771919,0.0631313152073171,-2.392923127282844,0,,False,False,candidate
ZNF696,804,-2.4024564449620933,,-2.4024564449620933,0.327823900306135,-2.4024564449620933,0,,False,False,weak
ZNF428,805,-2.405024925528119,,-2.405024925528119,0.1283054880232974,-2.405024925528119,0,,False,False,weak
ZNF845,806,-2.406110826028932,,-2.406110826028932,0.2334562451622873,-2.406110826028932,0,,False,False,weak
ZNF707,807,-2.4129016305118647,,-2.4129016305118647,0.1413073413259918,-2.4129016305118647,0,,False,False,weak
ZNF385B,808,-2.419954702848371,,-2.419954702848371,0.1833870039160623,-2.419954702848371,0,,False,False,weak
HOXC5,809,-2.4228192946721596,,-2.4228192946721596,0.1283054880232974,-2.4228192946721596,0,,False,False,weak
ZNF586,810,-2.423002047637717,,-2.423002047637717,0.1508791365469968,-2.423002047637717,0,,False,False,weak
PRRX2,811,-2.431435072473195,,-2.431435072473195,0.256248842847736,-2.431435072473195,0,,False,False,weak
NANOGNB,812,-2.4386244571706097,,-2.4386244571706097,0.1331417643236112,-2.4386244571706097,0,,False,False,weak
PLAGL1,813,-2.43978471516969,,-2.43978471516969,0.2299152523184073,-2.43978471516969,0,,False,False,weak
LMX1A,814,-2.4431630778394795,,-2.4431630778394795,0.2668452422195856,-2.4431630778394795,0,,False,False,weak
ZNF324B,815,-2.4572984733610816,,-2.4572984733610816,0.1031917798464868,-2.4572984733610816,0,,False,False,weak
IKZF3,816,-2.4683273845968925,,-2.4683273845968925,0.207160082411566,-2.4683273845968925,0,,False,False,weak
ZXDA,817,-2.4812742813074307,,-2.4812742813074307,0.1464693544254862,-2.4812742813074307,0,,False,False,weak
ZNF17,818,-2.4902415039705574,,-2.4902415039705574,0.2496062985460339,-2.4902415039705574,0,,False,False,weak
ZNF501,819,-2.5003039850536326,,-2.5003039850536326,0.2310394789629027,-2.5003039850536326,0,,False,False,weak
NFIX,820,-2.5030192370003426,,-2.5030192370003426,0.1168761392786703,-2.5030192370003426,0,,False,False,weak
ZNF784,821,-2.505620127844887,,-2.505620127844887,0.201762517990244,-2.505620127844887,0,,False,False,weak
MYT1L,822,-2.508366757064466,,-2.508366757064466,0.2803611238132991,-2.508366757064466,0,,False,False,weak
ZNF625,823,-2.5199231331540446,,-2.5199231331540446,0.2168808815944286,-2.5199231331540446,0,,False,False,weak
ZNF624,824,-2.5534933764278644,,-2.5534933764278644,0.0700676842073439,-2.5534933764278644,0,,False,False,candidate
FOXD4L6,825,-2.5889709340063702,,-2.5889709340063702,0.0681452620902051,-2.5889709340063702,0,,False,False,candidate
SNAPC2,826,-2.6134966571145037,,-2.6134966571145037,0.1546200845606455,-2.6134966571145037,0,,False,False,weak
ZNF350,827,-2.6221346831269914,,-2.6221346831269914,0.1150647645713139,-2.6221346831269914,0,,False,False,weak
PKNOX1,828,-2.6231963416932276,-1.3465026104943698,-2.224611776163467,0.2599478286232212,-2.6231963416932276,0,,False,False,weak
FEZF1,829,-2.6235468552591628,,-2.6235468552591628,0.173152991211033,-2.6235468552591628,0,,False,False,weak
HEY1,830,-2.6368848651831884,,-2.6368848651831884,0.1032002117010254,-2.6368848651831884,0,,False,True,weak
THAP7,831,-2.649746778519398,,-2.649746778519398,0.175631226678242,-2.649746778519398,0,,False,False,weak
TBX19,832,-2.6554469255807236,,-2.6554469255807236,0.1384183408200542,-2.6554469255807236,0,,False,False,weak
ZNF7,833,-2.6561039111942883,,-2.6561039111942883,0.09084518145955,-2.6561039111942883,0,,False,False,candidate
REST,834,-2.676342884430782,-2.257379466128574,-0.8297585038159312,0.2652160886437582,-2.676342884430782,0,,False,False,weak
NFATC4,835,-2.6802583133578364,,-2.6802583133578364,0.219359116509824,-2.6802583133578364,0,,False,False,weak
FOXN4,836,-2.6952564615905485,,-2.6952564615905485,0.0973570522028017,-2.6952564615905485,0,,False,False,candidate
ZNF835,837,-2.6970871027908165,,-2.6970871027908165,0.1839621423518817,-2.6970871027908165,0,,False,False,weak
FOXJ2,838,-2.7008021938419384,-1.8574868145709231,-1.405952295445575,0.1379823826668099,-2.7008021938419384,0,,False,False,weak
CENPX,839,-2.701876691854624,,-2.701876691854624,0.0344514486924838,-2.701876691854624,0,,False,False,candidate
TTF1,840,-2.705079902092005,,-2.705079902092005,0.1328680156869384,-2.705079902092005,0,,False,False,weak
NFE4,841,-2.70837524132606,,-2.70837524132606,0.0341268999848494,-2.70837524132606,0,,False,False,candidate
ZNF442,842,-2.710092232335574,,-2.710092232335574,0.13291890782932,-2.710092232335574,0,,False,False,weak
ZNF354C,843,-2.711661894406918,,-2.711661894406918,0.0874851542919542,-2.711661894406918,0,,False,False,candidate
ZBTB8B,844,-2.712874886509642,,-2.712874886509642,0.0785368714754808,-2.712874886509642,0,,False,False,candidate
ZNF74,845,-2.7166498009937974,,-2.7166498009937974,0.173152991211033,-2.7166498009937974,0,,False,False,weak
KLF11,846,-2.7294216947951884,,-2.7294216947951884,0.0800272471405003,-2.7294216947951884,0,,False,False,candidate
ZBTB12,847,-2.7415798659528217,,-2.7415798659528217,0.1179274104052545,-2.7415798659528217,0,,False,False,weak
DPRX,848,-2.7584656896238244,,-2.7584656896238244,0.2237068243935439,-2.7584656896238244,0,,False,False,weak
TOPORS,849,-2.760027182235573,,-2.760027182235573,0.0736250323685135,-2.760027182235573,0,,False,False,candidate
ZNF665,850,-2.7656012185796883,,-2.7656012185796883,0.1211318724316014,-2.7656012185796883,0,,False,False,weak
ZNF346,851,-2.774170435390129,,-2.774170435390129,0.0916530867383789,-2.774170435390129,0,,False,False,candidate
ZNF232,852,-2.7905061589796736,,-2.7905061589796736,0.1383433367348533,-2.7905061589796736,0,,False,False,weak
CSRNP3,853,-2.794515288307346,,-2.794515288307346,0.1125459822600272,-2.794515288307346,0,,False,False,weak
ZNF525,854,-2.8117517575014523,,-2.8117517575014523,0.0693246138687689,-2.8117517575014523,0,,False,False,candidate
KLF17,855,-2.815775177768285,,-2.815775177768285,0.0480607183072622,-2.815775177768285,0,,False,False,candidate
ZNF526,856,-2.8157976645870484,,-2.8157976645870484,0.1711101555166335,-2.8157976645870484,0,,False,False,weak
ELF4,857,-2.8246132561294215,,-2.8246132561294215,0.1011458286983872,-2.8246132561294215,0,,False,False,weak
THYN1,858,-2.827695887245718,,-2.827695887245718,0.08511969584001,-2.827695887245718,0,,False,False,candidate
ZNF714,859,-2.828688291413766,,-2.828688291413766,0.1407241557968393,-2.828688291413766,0,,False,False,weak
ZSCAN21,860,-2.82880632676271,,-2.82880632676271,0.1634855361151949,-2.82880632676271,0,,False,False,weak
NR1H3,861,-2.8308645580974208,-2.118056519686265,-1.2468787086859692,0.1456268625860708,-2.8308645580974208,0,,False,False,weak
PBX3,862,-2.831422522176773,-1.9482059726656835,-1.9856230984314684,0.2199637647916961,-2.831422522176773,0,,False,False,weak
ZNF212,863,-2.8373037037956896,,-2.8373037037956896,0.13291890782932,-2.8373037037956896,0,,False,False,weak
TSHZ1,864,-2.838226203928018,,-2.838226203928018,0.1004986291044398,-2.838226203928018,0,,False,False,weak
ZNF518B,865,-2.8439757347625316,,-2.8439757347625316,0.0676272936691175,-2.8439757347625316,0,,False,False,candidate
HOXB6,866,-2.8451046153480055,,-2.8451046153480055,0.0538875868227102,-2.8451046153480055,0,,False,False,candidate
ZBTB16,867,-2.8451654589693574,-2.0866483242009815,-1.536126741569818,0.0886078455492506,-2.8451654589693574,0,,False,False,candidate
ZNF250,868,-2.8607412463653255,,-2.8607412463653255,0.0612800210682804,-2.8607412463653255,0,,False,False,candidate
GLI2,869,-2.8693549189773915,,-2.8693549189773915,0.0678406905160668,-2.8693549189773915,0,,False,False,candidate
ATF3,870,-2.8700560857703277,-2.38066773412724,-1.356317260541971,0.1542037727678837,-2.8700560857703277,0,,False,False,weak
ZNF846,871,-2.878382730247695,,-2.878382730247695,0.0904394521899908,-2.878382730247695,0,,False,False,candidate
ZBTB24,872,-2.889520482119295,,-2.889520482119295,0.1008878392802392,-2.889520482119295,0,,False,False,weak
POU6F2,873,-2.8993767736397986,,-2.8993767736397986,0.0672446219366858,-2.8993767736397986,0,,False,False,candidate
SP9,874,-2.8996010010186946,,-2.8996010010186946,0.0615891464337601,-2.8996010010186946,0,,False,False,candidate
ZNF880,875,-2.903293196834777,,-2.903293196834777,0.1099895546087113,-2.903293196834777,0,,False,False,weak
ZNF565,876,-2.917916770345497,,-2.917916770345497,0.1344694183827677,-2.917916770345497,0,,False,False,weak
FOS,877,-2.931292162010293,-2.0615763560100775,-2.025108325458363,0.193003954969696,-2.931292162010293,0,,False,False,weak
ZNF648,878,-2.944674853179189,,-2.944674853179189,0.0347035886326551,-2.944674853179189,0,,False,False,candidate
L3MBTL3,879,-2.9449469836621174,,-2.9449469836621174,0.054506557002193,-2.9449469836621174,0,,False,False,candidate
ZNF728,880,-2.94673569057587,,-2.94673569057587,0.0539943709471569,-2.94673569057587,0,,False,False,candidate
ZNF781,881,-2.9487036277482876,,-2.9487036277482876,0.072880665482796,-2.9487036277482876,0,,False,False,candidate
ZNF567,882,-2.95579724356032,,-2.95579724356032,0.0924999347566066,-2.95579724356032,0,,False,False,candidate
ZNF683,883,-2.9803144423053136,,-2.9803144423053136,0.0780094801567815,-2.9803144423053136,0,,False,False,candidate
ZNF227,884,-2.982972226724139,,-2.982972226724139,0.0936536664816888,-2.982972226724139,0,,False,False,candidate
ZNF766,885,-2.9849425533196863,-2.0521005403008425,-1.6308166899514647,0.0955871820472489,-2.9849425533196863,0,,False,False,candidate
VDR,886,-2.990337789550961,-1.7291602764724698,-2.4633151353678073,0.1190893011562643,-2.990337789550961,0,,False,False,weak
STAT4,887,-2.9930814941934942,-2.05562754849069,-1.8427529268766227,0.078124768342613,-2.9930814941934942,0,,False,False,candidate
ZNF502,888,-3.0128733437301514,,-3.0128733437301514,0.0598265132276757,-3.0128733437301514,0,,False,False,candidate
ZNF2,889,-3.015712007141333,,-3.015712007141333,0.0732934496837806,-3.015712007141333,0,,False,False,candidate
CHAMP1,890,-3.032096151256954,,-3.032096151256954,0.064700047481562,-3.032096151256954,0,,False,False,candidate
ZNF582,891,-3.0351656913223297,,-3.0351656913223297,0.1215338336972507,-3.0351656913223297,0,,False,False,weak
NR1H2,892,-3.0426270083609346,-1.82521324216776,-2.328474451547926,0.1463130992228399,-3.0426270083609346,0,,False,False,weak
POU3F3,893,-3.053296119578503,,-3.053296119578503,0.1084302704569975,-3.053296119578503,0,,False,False,weak
SNAI1,894,-3.0555282397151253,,-3.0555282397151253,0.0590769960780968,-3.0555282397151253,0,,False,False,candidate
CEBPB,895,-3.0564741197914076,-2.03352449575405,-2.3436929002541658,0.1369224175978531,-3.0564741197914076,0,,False,True,weak
ZNF669,896,-3.063314111881532,,-3.063314111881532,0.1010449428093947,-3.063314111881532,0,,False,False,weak
UBP1,897,-3.074801925806722,,-3.074801925806722,0.0803627295042423,-3.074801925806722,0,,False,False,candidate
ZBTB8A,898,-3.0803128679837815,,-3.0803128679837815,0.0430334960274233,-3.0803128679837815,0,,False,False,candidate
RAX2,899,-3.0836553451701545,,-3.0836553451701545,0.1056623256118194,-3.0836553451701545,0,,False,False,weak
ZNF888,900,-3.0873021390817663,,-3.0873021390817663,0.0128094684955041,-3.0873021390817663,0,,False,False,candidate
HOXB3,901,-3.0925827671495703,,-3.0925827671495703,0.0698025393767522,-3.0925827671495703,0,,False,False,candidate
HNF1A,902,-3.1131148414978105,,-3.1131148414978105,0.0838464825246068,-3.1131148414978105,0,,False,False,candidate
ZBTB39,903,-3.1244296576550434,,-3.1244296576550434,0.0998715488810425,-3.1244296576550434,0,,False,False,candidate
ZNF677,904,-3.1273704472738917,,-3.1273704472738917,0.0231592868964668,-3.1273704472738917,0,,False,False,candidate
ZNF100,905,-3.1339809979722095,,-3.1339809979722095,0.1506616195874655,-3.1339809979722095,0,,False,False,weak
ZNF273,906,-3.1359748395839007,,-3.1359748395839007,0.0718591484461307,-3.1359748395839007,0,,False,False,candidate
SPIC,907,-3.1394284270224047,,-3.1394284270224047,0.1274945335261599,-3.1394284270224047,0,,False,False,weak
FOXD1,908,-3.155925227492556,,-3.155925227492556,0.0668841501759079,-3.155925227492556,0,,False,False,candidate
ZSCAN20,909,-3.1633930678334483,,-3.1633930678334483,0.0689385190206029,-3.1633930678334483,0,,False,False,candidate
ZNF45,910,-3.1778868983176873,,-3.1778868983176873,0.0653884837614158,-3.1778868983176873,0,,False,False,candidate
ZNF618,911,-3.182981345087171,,-3.182981345087171,0.0694546957244758,-3.182981345087171,0,,False,False,candidate
NR2E3,912,-3.1862314442214874,,-3.1862314442214874,0.0256882492101161,-3.1862314442214874,0,,False,False,candidate
GCM2,913,-3.191981973726624,,-3.191981973726624,0.1265527915259542,-3.191981973726624,0,,False,False,weak
RHOXF1,914,-3.1930865473842815,,-3.1930865473842815,0.0570092439174207,-3.1930865473842815,0,,False,False,candidate
ZNF697,915,-3.216234433244889,,-3.216234433244889,0.0564073085061686,-3.216234433244889,0,,False,False,candidate
PROX2,916,-3.2198286955718807,,-3.2198286955718807,0.051242549947982,-3.2198286955718807,0,,False,False,candidate
ZNF138,917,-3.2267988138982897,,-3.2267988138982897,0.0573053233008786,-3.2267988138982897,0,,False,False,candidate
SCML4,918,-3.2491957511364036,,-3.2491957511364036,0.0634497741875751,-3.2491957511364036,0,,False,False,candidate
ZNF831,919,-3.267166394436963,,-3.267166394436963,0.1034239905961837,-3.267166394436963,0,,False,False,weak
ADNP2,920,-3.270851981700891,,-3.270851981700891,0.0570522800081605,-3.270851981700891,0,,False,False,candidate
TFAP2E,921,-3.2779184520791174,,-3.2779184520791174,0.1062291118916923,-3.2779184520791174,0,,False,False,weak
ZNF286A,922,-3.2929638236888557,,-3.2929638236888557,0.0998715488810425,-3.2929638236888557,0,,False,False,candidate
RORB,923,-3.2955924020490257,,-3.2955924020490257,0.0803114667247917,-3.2955924020490257,0,,False,False,candidate
PPARA,924,-3.298062137685212,,-3.298062137685212,0.0847070407521808,-3.298062137685212,0,,False,False,candidate
HELT,925,-3.3012500598094587,,-3.3012500598094587,0.0612800210682804,-3.3012500598094587,0,,False,False,candidate
DNTTIP1,926,-3.3033542478380897,,-3.3033542478380897,0.043910214856755,-3.3033542478380897,0,,False,False,candidate
CUX2,927,-3.3122585658494588,,-3.3122585658494588,0.0719824314598358,-3.3122585658494588,0,,False,False,candidate
FAM170A,928,-3.314158801718485,,-3.314158801718485,0.0323154411572666,-3.314158801718485,0,,False,False,candidate
ELF1,929,-3.3194745346039354,-2.7939099903823315,-0.9013832221445287,0.1411419551922357,-3.3194745346039354,0,,False,False,weak
PRDM1,930,-3.3281563441972155,-0.6313638818798746,-3.050408000264895,0.0747888072592472,-3.3281563441972155,0,,False,False,candidate
ZNF414,931,-3.3477225222842493,,-3.3477225222842493,0.0726305387333636,-3.3477225222842493,0,,False,False,candidate
EN2,932,-3.3493186777513038,,-3.3493186777513038,0.0321132158580872,-3.3493186777513038,0,,False,False,candidate
MLX,933,-3.3528617218533294,,-3.3528617218533294,0.0370416876523427,-3.3528617218533294,0,,False,False,candidate
ZNF836,934,-3.3578625027772055,,-3.3578625027772055,0.074862814616237,-3.3578625027772055,0,,False,False,candidate
JUNB,935,-3.3613382301524144,-2.2044413874301765,-2.3644409847681795,0.0694568026709236,-3.3613382301524144,0,,False,False,candidate
NHLH2,936,-3.376626585187897,,-3.376626585187897,0.0391848559232706,-3.376626585187897,0,,False,False,candidate
CEBPD,937,-3.3786715470012965,-2.954466285590069,-0.6792416272721142,0.0909922956919871,-3.3786715470012965,0,,False,True,candidate
ZNF26,938,-3.3895326254008276,,-3.3895326254008276,0.0590752026246003,-3.3895326254008276,0,,False,False,candidate
RARB,939,-3.3930216302966576,-1.8124297615828893,-2.856635666252392,0.1275008440305873,-3.3930216302966576,0,,False,False,weak
ZNF143,940,-3.4058631649666977,-2.7072263506806786,-1.6654874455844775,0.0549593090309088,-3.4058631649666977,0,,False,False,candidate
SMAD1,941,-3.4064884203937393,-2.376825475615694,-2.446113524181192,0.0994747830772591,-3.4064884203937393,0,,False,False,candidate
TFCP2,942,-3.4138921471792805,,-3.4138921471792805,0.0587330489871425,-3.4138921471792805,0,,False,False,candidate
SCMH1,943,-3.4144914124422825,,-3.4144914124422825,0.0290374230904412,-3.4144914124422825,0,,False,False,candidate
ZNF287,944,-3.418607336826515,,-3.418607336826515,0.0914638152541511,-3.418607336826515,0,,False,False,candidate
ZNF155,945,-3.4210424996840834,,-3.4210424996840834,0.0377319136903672,-3.4210424996840834,0,,False,False,candidate
ZNF394,946,-3.42251246221377,,-3.42251246221377,0.0239154846491681,-3.42251246221377,0,,False,False,candidate
TBX1,947,-3.4242110300824904,,-3.4242110300824904,0.0217141818044371,-3.4242110300824904,0,,False,False,candidate
LMX1B,948,-3.4275201602107206,,-3.4275201602107206,0.0430029633717675,-3.4275201602107206,0,,False,False,candidate
ZNF286B,949,-3.4532188445478385,,-3.4532188445478385,0.0333455112578307,-3.4532188445478385,0,,False,False,candidate
ZNF326,950,-3.4577933649429227,,-3.4577933649429227,0.0094674797190275,-3.4577933649429227,0,,False,False,candidate
TIGD5,951,-3.459823088754049,,-3.459823088754049,0.0658858048531588,-3.459823088754049,0,,False,False,candidate
NR1I2,952,-3.476852191694901,-1.46968000330435,-3.143565008641338,0.0612800210682804,-3.476852191694901,0,,False,False,candidate
ZNF281,953,-3.4868698458280574,,-3.4868698458280574,0.0235907127192202,-3.4868698458280574,0,,False,False,candidate
FOXD4L3,954,-3.492348995192428,,-3.492348995192428,0.0252906317794225,-3.492348995192428,0,,False,False,candidate
GFI1,955,-3.505608682621638,,-3.505608682621638,0.0267772687309243,-3.505608682621638,0,,False,False,candidate
SCRT1,956,-3.522385154373057,,-3.522385154373057,0.0172694015261234,-3.522385154373057,0,,False,False,candidate
KLF10,957,-3.532224032954769,,-3.532224032954769,0.0250023679567798,-3.532224032954769,0,,False,False,candidate
ZNF438,958,-3.53992799324454,,-3.53992799324454,0.0170186329554117,-3.53992799324454,0,,False,False,candidate
CREB5,959,-3.5399909062948955,,-3.5399909062948955,0.0187130954237588,-3.5399909062948955,0,,False,False,candidate
SHOX,960,-3.557391884512324,,-3.557391884512324,0.0234702119150561,-3.557391884512324,0,,False,False,candidate
BHLHE40,961,-3.565024948586454,-1.7318889350214148,-3.2279918196430706,0.0567926449505571,-3.565024948586454,0,,False,False,candidate
ZSCAN12,962,-3.566171129361748,,-3.566171129361748,0.0161208544226516,-3.566171129361748,0,,False,False,candidate
ZNF184,963,-3.5825097889087463,,-3.5825097889087463,0.0504328222683169,-3.5825097889087463,0,,False,False,candidate
SRF,964,-3.5874007328546815,-2.9602453467380663,-1.9816142521451066,0.0745596281381203,-3.5874007328546815,0,,False,False,candidate
SALL4,965,-3.5911599812373227,-2.367029322134184,-2.439400220163853,0.0386025607279977,-3.5911599812373227,0,,False,False,candidate
ZNF595,966,-3.603121223804827,,-3.603121223804827,0.0098007482803194,-3.603121223804827,0,,False,False,candidate
