tf,contrast,method,nes,n_networks,fdr
HSF5,basal_to_goblet,viper,-5.40793014840136,3.0,0.0003695736604104
HSFX1,basal_to_ciliated,viper,-1.2558505636676562,2.0,0.3968065180110796
HSFX1,basal_to_club,viper,-2.388700605904561,2.0,0.138472447665975
HSFX1,basal_to_goblet,viper,-2.384408094467171,2.0,0.1326134776096888
IKZF1,basal_to_ciliated,viper,2.082936164653444,6.0,0.3271921390254239
IKZF1,basal_to_club,viper,0.6503963930726498,6.0,0.6837293443770966
IKZF1,basal_to_goblet,viper,0.21319851223701156,6.0,0.517148935931212
IKZF2,basal_to_ciliated,viper,3.2701909550317807,3.0,0.0505827020182263
IKZF2,basal_to_club,viper,2.203546079155244,3.0,0.1851034208959564
IKZF2,basal_to_goblet,viper,1.9994471607660351,3.0,0.2632690716415659
IKZF3,basal_to_ciliated,viper,-2.4236047441726707,3.0,0.1601213625366484
IKZF3,basal_to_club,viper,-2.4683273845968925,3.0,0.207160082411566
IKZF3,basal_to_goblet,viper,-1.6444399337643172,3.0,0.4383441409039442
IKZF4,basal_to_ciliated,viper,6.32214817240947,3.0,4.0309801132584455e-05
IKZF4,basal_to_club,viper,1.413525064121465,3.0,0.4925602376355785
IKZF4,basal_to_goblet,viper,0.18308128304632568,3.0,0.8669755799707142
IKZF5,basal_to_ciliated,viper,0.7247346524801104,3.0,0.6750701091479019
IKZF5,basal_to_club,viper,1.0466216155177364,3.0,0.6647149609504484
IKZF5,basal_to_goblet,viper,-1.0145877680184394,3.0,0.6855596132873156
INSM1,basal_to_ciliated,viper,0.901510830948932,3.0,0.1137342271197693
INSM1,basal_to_club,viper,-3.929113696844884,3.0,0.0076621870124989
INSM1,basal_to_goblet,viper,-3.2725699029167545,3.0,0.0377187361712149
INSM2,basal_to_ciliated,viper,-2.1544191868400238,3.0,0.183672351861958
INSM2,basal_to_club,viper,-4.297803487462961,3.0,0.0220006107415247
INSM2,basal_to_goblet,viper,-3.499502975736578,3.0,0.07824922104153
IRF1,basal_to_ciliated,viper,1.9078644920759589,6.0,0.354485413918887
IRF1,basal_to_club,viper,2.8640127423609365,6.0,0.352766056289904
IRF1,basal_to_goblet,viper,3.5240127774993217,6.0,0.2108441521519667
IRF2,basal_to_ciliated,viper,5.386993239503276,4.0,0.0005640349092031
IRF2,basal_to_club,viper,-1.8051791932347385,4.0,0.3691945867036753
IRF2,basal_to_goblet,viper,0.46917362180298405,4.0,0.719738790062105
IRF3,basal_to_ciliated,viper,11.732216824548471,5.0,2.966863255424952e-13
IRF3,basal_to_club,viper,-0.9324845816412493,5.0,0.5870809413942457
IRF3,basal_to_goblet,viper,1.5402871890564047,5.0,0.572307523888548
IRF4,basal_to_ciliated,viper,-1.7683245589876335,5.0,0.3291853570999821
IRF4,basal_to_club,viper,-4.758456579085392,5.0,0.0457096606349691
IRF4,basal_to_goblet,viper,-5.192894218695508,5.0,0.0198175962771967
IRF5,basal_to_ciliated,viper,6.557253423281266,3.0,0.0001529067742853
IRF5,basal_to_club,viper,1.3623743982803407,3.0,0.5790706624071246
IRF5,basal_to_goblet,viper,2.201068037750474,3.0,0.2821158064372586
IRF6,basal_to_ciliated,viper,-5.891623920198692,3.0,0.0005880930370717
IRF6,basal_to_club,viper,-10.329360620990268,3.0,1.0258060801810829e-08
IRF6,basal_to_goblet,viper,-8.270706102997408,3.0,1.0258161745263973e-05
IRF7,basal_to_ciliated,viper,4.39642216988426,3.0,0.0099005371031024
IRF7,basal_to_club,viper,1.6830832232076844,3.0,0.4011603785585528
IRF7,basal_to_goblet,viper,2.214359536129741,3.0,0.2867985954247924
IRF8,basal_to_ciliated,viper,1.0681930347853872,4.0,0.5244632175406287
IRF8,basal_to_club,viper,-0.5930818535673522,4.0,0.5146236150089952
IRF8,basal_to_goblet,viper,-1.928933414088898,4.0,0.3038879652540856
IRF9,basal_to_ciliated,viper,6.8083755587151185,4.0,1.6998701988625082e-05
IRF9,basal_to_club,viper,2.172012535825088,4.0,0.3064531939548053
IRF9,basal_to_goblet,viper,3.928725324377439,4.0,0.0496417733128085
IRX1,basal_to_ciliated,viper,-3.140650287122765,3.0,0.0498091676160689
IRX1,basal_to_club,viper,-3.6869929472646987,3.0,0.0430029633717675
IRX1,basal_to_goblet,viper,-6.338527093744487,3.0,0.0002078819553443
IRX2,basal_to_ciliated,viper,1.790073822223457,3.0,0.2726183878908161
IRX2,basal_to_club,viper,-1.2282183762014731,3.0,0.6217955580820723
IRX2,basal_to_goblet,viper,-2.393410159053249,3.0,0.2283495713307475
IRX3,basal_to_ciliated,viper,7.76636738070797,3.0,2.7863917092065156e-07
IRX3,basal_to_club,viper,2.52535157061861,3.0,0.1407676597231185
IRX3,basal_to_goblet,viper,2.765786243162555,3.0,0.1147889586239856
IRX4,basal_to_ciliated,viper,-13.580770256061017,3.0,8.190994663767739e-17
IRX4,basal_to_club,viper,-12.08268819364951,3.0,1.2593204210399901e-12
IRX4,basal_to_goblet,viper,-9.541189337787188,3.0,5.980786728755966e-08
IRX5,basal_to_ciliated,viper,4.57574285016652,3.0,0.0030895212444747
IRX5,basal_to_club,viper,2.693630180874236,3.0,0.1327565490144773
IRX5,basal_to_goblet,viper,2.5411595317165023,3.0,0.1744041229132106
IRX6,basal_to_ciliated,viper,-9.177833601736136,3.0,3.0898799281498724e-08
IRX6,basal_to_club,viper,-6.7808974000738615,3.0,8.125438039765916e-05
IRX6,basal_to_goblet,viper,-6.317080302574059,3.0,0.0002648987308897
ISL1,basal_to_ciliated,viper,-7.509070286969122,3.0,2.5711886704585466e-06
ISL1,basal_to_club,viper,-6.00139177047857,3.0,5.374606360545658e-05
ISL1,basal_to_goblet,viper,-4.000412418836592,3.0,0.0081578593252465
ISL2,basal_to_ciliated,viper,-11.038458103163372,3.0,1.3444080559445711e-14
ISL2,basal_to_club,viper,-9.406448510483951,3.0,1.453235225094981e-09
ISL2,basal_to_goblet,viper,-8.046067812855123,3.0,6.048507098530974e-07
JAZF1,basal_to_ciliated,viper,8.566161746960745,3.0,8.938855186417491e-07
JAZF1,basal_to_club,viper,2.726987062435832,3.0,0.1633226268894014
JAZF1,basal_to_goblet,viper,2.922952957674427,3.0,0.0918792368008376
JDP2,basal_to_ciliated,viper,-2.9356713557098004,3.0,0.0415364606153409
JDP2,basal_to_club,viper,-2.258950467247304,3.0,0.2334171448557212
JDP2,basal_to_goblet,viper,-2.944651090520825,3.0,0.1296212041945159
JRK,basal_to_ciliated,viper,3.242785287623228,2.0,0.035627342213367
JRK,basal_to_club,viper,1.9555610475339935,2.0,0.2506502706381091
JRK,basal_to_goblet,viper,1.1581619506729155,2.0,0.625814307445387
JRKL,basal_to_ciliated,viper,5.199757130065605,3.0,0.0002580713471968
JRKL,basal_to_club,viper,-1.3574129029748303,2.0,0.4279772383757688
JRKL,basal_to_goblet,viper,-1.7516067534107418,3.0,0.2068117610186713
JUN,basal_to_ciliated,viper,-10.855780375369747,6.0,3.283428469712303e-08
JUN,basal_to_club,viper,-4.232528340905222,6.0,0.0909922956919871
JUN,basal_to_goblet,viper,-5.531692992516004,6.0,0.0180316375591814
JUNB,basal_to_ciliated,viper,-6.453611292999087,4.0,0.0001248895985393
JUNB,basal_to_club,viper,-3.3613382301524144,4.0,0.0694568026709236
JUNB,basal_to_goblet,viper,-5.240088417847937,4.0,0.0098921030705573
JUND,basal_to_ciliated,viper,0.42929838175090285,6.0,0.5983374019758806
JUND,basal_to_club,viper,1.7407683720704845,6.0,0.1966475894362802
JUND,basal_to_goblet,viper,2.089513509242028,6.0,0.1741949383002379
KAT7,basal_to_ciliated,viper,4.7490496255801675,2.0,0.0006165622194602
KAT7,basal_to_club,viper,-0.5669625408474842,2.0,0.8408147713637927
KAT7,basal_to_goblet,viper,-1.0139100027617864,2.0,0.6665343782450042
KCMF1,basal_to_ciliated,viper,-0.5407809004595544,3.0,0.5760159225737527
KCMF1,basal_to_club,viper,-1.4213421332498388,3.0,0.2329854537726257
KCMF1,basal_to_goblet,viper,0.8927989029875533,3.0,0.3543729022058692
KCNIP3,basal_to_ciliated,viper,-4.638646867096497,2.0,0.0014630941910251
KCNIP3,basal_to_club,viper,-2.2641783617730997,2.0,0.2543955510205108
KCNIP3,basal_to_goblet,viper,-2.1955706721712382,2.0,0.2159675266377032
KDM2A,basal_to_ciliated,viper,3.459367520102133,2.0,0.0227908725194781
KDM2A,basal_to_club,viper,2.808586570127815,2.0,0.1004366820488453
KDM2A,basal_to_goblet,viper,1.5891411003873621,2.0,0.2621700685187924
KDM2B,basal_to_ciliated,viper,4.711087187189157,2.0,0.0012224859716001
KDM2B,basal_to_club,viper,-0.7417988074058509,2.0,0.3252787343650368
KDM2B,basal_to_goblet,viper,-1.4662918027805698,2.0,0.4131209887582194
KDM5B,basal_to_ciliated,viper,12.970592830840157,5.0,1.761586540928117e-11
KDM5B,basal_to_club,viper,3.7584113276051183,5.0,0.0688025474215136
KDM5B,basal_to_goblet,viper,2.825513709160337,5.0,0.1978617580179145
KIN,basal_to_ciliated,viper,2.2600757599924437,3.0,0.0057475043574708
KIN,basal_to_club,viper,-5.231260077587665,3.0,0.0024810037611297
KIN,basal_to_goblet,viper,-5.7582872093209385,3.0,0.0013614533459942
KLF1,basal_to_ciliated,viper,-19.090383508501763,5.0,3.6737867935423973e-31
KLF1,basal_to_club,viper,-16.3359511130072,5.0,7.7789158844459e-24
KLF1,basal_to_goblet,viper,-14.305811672193355,5.0,4.919198431920216e-17
KLF10,basal_to_ciliated,viper,-4.0317949758427,3.0,0.0072236479612091
KLF10,basal_to_club,viper,-3.532224032954769,3.0,0.0250023679567798
KLF10,basal_to_goblet,viper,-4.7656468087732184,3.0,0.0026975774463123
KLF11,basal_to_ciliated,viper,-3.630355843553303,3.0,0.0112861965506499
KLF11,basal_to_club,viper,-2.7294216947951884,3.0,0.0800272471405003
KLF11,basal_to_goblet,viper,-3.756327295247232,3.0,0.0166729544215869
KLF12,basal_to_ciliated,viper,7.449574362218961,3.0,3.4617903541171086e-05
KLF12,basal_to_club,viper,1.9702512047196028,3.0,0.2949762677717304
KLF12,basal_to_goblet,viper,0.10604514938930797,3.0,0.9186016660581562
KLF13,basal_to_ciliated,viper,-3.1642377837160796,4.0,0.1039881418342275
KLF13,basal_to_club,viper,-0.2770013538299194,4.0,0.5691836189671823
KLF13,basal_to_goblet,viper,-1.8956882422839505,4.0,0.2073834531500422
KLF14,basal_to_ciliated,viper,-6.535807796929852,2.0,3.2884836078418744e-06
KLF14,basal_to_club,viper,-5.763181767370609,2.0,1.2756081931505887e-05
KLF14,basal_to_goblet,viper,-4.997841960593411,2.0,0.0003377342176923
KLF15,basal_to_ciliated,viper,-1.9235167396496562,3.0,0.252018504333621
KLF15,basal_to_club,viper,1.0616824300448813,3.0,0.7144468979943658
KLF15,basal_to_goblet,viper,-0.8525874587129535,3.0,0.6670611933674406
KLF16,basal_to_ciliated,viper,3.6138461684328007,3.0,0.0229057099814496
KLF16,basal_to_club,viper,0.6830197969361368,3.0,0.395146102149532
KLF16,basal_to_goblet,viper,1.8959724490733905,3.0,0.2434381270477937
KLF17,basal_to_ciliated,viper,-0.5757187083718791,3.0,0.3550522518832615
KLF17,basal_to_club,viper,-2.815775177768285,2.0,0.0480607183072622
KLF17,basal_to_goblet,viper,-1.261685071710005,3.0,0.5042071526239759
KLF2,basal_to_ciliated,viper,2.6972647478676026,4.0,0.1019915657185277
KLF2,basal_to_club,viper,1.3243672798887332,4.0,0.6260250921542989
KLF2,basal_to_goblet,viper,1.4831113199079995,4.0,0.5583895538272872
KLF3,basal_to_ciliated,viper,-9.197410816928535,4.0,1.4883671793379538e-07
KLF3,basal_to_club,viper,-5.300028777354115,4.0,0.0021020176307687
KLF3,basal_to_goblet,viper,-3.8010444513694033,4.0,0.0556418047966522
KLF4,basal_to_ciliated,viper,-13.199347572644369,5.0,2.5754651827716564e-14
KLF4,basal_to_club,viper,-7.021539167179819,5.0,0.0004687577500767
KLF4,basal_to_goblet,viper,-4.570925756156954,5.0,0.0179644224491848
KLF5,basal_to_ciliated,viper,-17.624749822665674,5.0,3.849558394157013e-23
KLF5,basal_to_club,viper,-13.712526166172244,5.0,4.955486492765486e-14
KLF5,basal_to_goblet,viper,-9.568194068357135,5.0,2.20430063041478e-07
KLF6,basal_to_ciliated,viper,-3.0767939410933587,4.0,0.0797772753779724
KLF6,basal_to_club,viper,-0.07094342151445751,4.0,0.7277200730223039
KLF6,basal_to_goblet,viper,-1.7840763213123423,4.0,0.4139606963928951
KLF7,basal_to_ciliated,viper,-3.5005866315181473,3.0,0.019796617869785
KLF7,basal_to_club,viper,-1.9139485711125666,3.0,0.2879224301273851
KLF7,basal_to_goblet,viper,-3.18674820800119,3.0,0.0466893214337806
KLF8,basal_to_ciliated,viper,-13.727544697712258,3.0,2.339525684184445e-20
KLF8,basal_to_club,viper,-10.406908797624174,3.0,1.7810514487183325e-12
KLF8,basal_to_goblet,viper,-9.03998688252581,3.0,3.4089395907112492e-09
KLF9,basal_to_ciliated,viper,-6.547569011368741,4.0,1.986058885967393e-05
KLF9,basal_to_club,viper,-2.0965424076682977,4.0,0.3465252661184743
KLF9,basal_to_goblet,viper,-3.9568740112917817,4.0,0.0342509631558135
KMT2A,basal_to_ciliated,viper,4.093256515670414,3.0,0.0146668704092034
KMT2A,basal_to_club,viper,2.6976239662557626,3.0,0.1125459822600272
KMT2A,basal_to_goblet,viper,-0.6666399935410453,3.0,0.728118510471121
KMT2B,basal_to_ciliated,viper,1.5306795327846703,2.0,0.3376452041704348
KMT2B,basal_to_club,viper,2.8732124898932905,2.0,0.1243647608244762
KMT2B,basal_to_goblet,viper,1.3233711992382002,2.0,0.4881705125836363
L3MBTL1,basal_to_ciliated,viper,10.062444838953112,2.0,3.5888983111634426e-12
L3MBTL1,basal_to_club,viper,0.8847521540357752,2.0,0.6931465826809091
L3MBTL1,basal_to_goblet,viper,1.5980305318168089,2.0,0.4917709304935437
L3MBTL3,basal_to_ciliated,viper,-8.966126321854045,2.0,7.636388295337056e-10
L3MBTL3,basal_to_club,viper,-2.9449469836621174,2.0,0.054506557002193
L3MBTL3,basal_to_goblet,viper,-3.4221789770707574,2.0,0.0240391625689836
L3MBTL4,basal_to_ciliated,viper,-1.3996992179142973,2.0,0.320115595969734
L3MBTL4,basal_to_club,viper,0.0003009890786594561,2.0,0.8833729605808649
L3MBTL4,basal_to_goblet,viper,-1.9030060328526146,2.0,0.285310416557172
LBX1,basal_to_ciliated,viper,-5.946442779887437,3.0,0.000918781122095
LBX1,basal_to_club,viper,-5.807521097532196,3.0,0.002313681697766
LBX1,basal_to_goblet,viper,-5.211873442560374,3.0,0.0059072777450644
LBX2,basal_to_ciliated,viper,5.639836864557175,3.0,0.000290708696001
LBX2,basal_to_club,viper,3.4267475132000755,3.0,0.0707156470663877
LBX2,basal_to_goblet,viper,5.039965113895957,3.0,0.0078963372330113
LCOR,basal_to_ciliated,viper,4.210638623699152,3.0,0.0216830918367418
LCOR,basal_to_club,viper,3.439144328456025,3.0,0.0673728320322242
LCOR,basal_to_goblet,viper,3.6859477598176293,3.0,0.0310937322174859
LCORL,basal_to_ciliated,viper,3.9353511460237187,3.0,0.0135166045917287
LCORL,basal_to_club,viper,-1.1414772166109792,3.0,0.1361031601172572
LCORL,basal_to_goblet,viper,-3.0861597397466216,3.0,0.0436132572739734
LEF1,basal_to_ciliated,viper,-0.9663352522974031,4.0,0.1380366509569326
LEF1,basal_to_club,viper,-8.211224722523166,4.0,4.3698632028085205e-06
LEF1,basal_to_goblet,viper,-7.600677884003701,4.0,3.327697075792073e-05
LHX1,basal_to_ciliated,viper,-6.012322682669922,2.0,9.499186726735692e-06
LHX1,basal_to_club,viper,-5.430482867478916,2.0,5.7035087528816625e-05
LHX1,basal_to_goblet,viper,-5.5352101267922835,2.0,6.0249649427236074e-05
LHX2,basal_to_ciliated,viper,-8.554755180035123,4.0,7.594262839150549e-08
LHX2,basal_to_club,viper,-9.355721123154668,4.0,9.72336403007543e-09
LHX2,basal_to_goblet,viper,-8.792499235848616,4.0,6.54136140493333e-08
LHX3,basal_to_ciliated,viper,-7.240563121786265,3.0,8.085654958843528e-06
LHX3,basal_to_club,viper,-6.622518970661109,3.0,9.228595185580146e-05
LHX3,basal_to_goblet,viper,-6.433051760197439,3.0,0.0001029385235262
LHX4,basal_to_ciliated,viper,-4.663341066864451,3.0,0.0020899028534445
LHX4,basal_to_club,viper,-6.022765465424098,3.0,0.0002665412884617
LHX4,basal_to_goblet,viper,-5.1158797837368075,3.0,0.0010201733123152
LHX5,basal_to_ciliated,viper,-8.271136137237088,3.0,1.4883647919277887e-06
LHX5,basal_to_club,viper,-6.935157074034962,3.0,9.61913817958114e-06
LHX5,basal_to_goblet,viper,-6.64866011790663,3.0,0.0002362570510689
LHX6,basal_to_ciliated,viper,-9.223405489034148,3.0,6.065605167894295e-09
LHX6,basal_to_club,viper,-8.325695272027831,3.0,8.772326755463164e-08
LHX6,basal_to_goblet,viper,-8.242521173585274,3.0,1.6124502710861265e-06
LHX8,basal_to_ciliated,viper,8.823693397925796,3.0,6.348616852779486e-09
LHX8,basal_to_club,viper,2.2503950301316524,3.0,0.2976871691789622
LHX8,basal_to_goblet,viper,2.098637423503762,3.0,0.3647272749985532
LHX9,basal_to_ciliated,viper,6.139515025864394,3.0,8.231972218947457e-05
LHX9,basal_to_club,viper,0.48365531078450197,3.0,0.8465049724120105
LHX9,basal_to_goblet,viper,-1.3210331183735802,3.0,0.5364067276294757
LIN28A,basal_to_ciliated,viper,2.6583235271908188,2.0,4.844338476224403e-06
LIN28A,basal_to_club,viper,-5.370727530018103,1.0,2.9091766349074956e-06
LIN28A,basal_to_goblet,viper,-6.119294202582812,2.0,9.550134028719628e-05
LIN54,basal_to_ciliated,viper,0.5348375169528358,2.0,0.6544058468267302
LIN54,basal_to_club,viper,0.2578714584952465,2.0,0.8307144264903324
LIN54,basal_to_goblet,viper,0.25166245348750005,2.0,0.915505025135786
LMX1A,basal_to_ciliated,viper,7.472770120378148,3.0,3.079967563534536e-07
LMX1A,basal_to_club,viper,-2.4431630778394795,3.0,0.2668452422195856
LMX1A,basal_to_goblet,viper,0.33778591410904696,3.0,0.5746897406419594
LMX1B,basal_to_ciliated,viper,-0.21363805814076992,3.0,0.3639281011512318
LMX1B,basal_to_club,viper,-3.4275201602107206,3.0,0.0430029633717675
LMX1B,basal_to_goblet,viper,-3.187985879038537,3.0,0.0951887993598047
LTF,basal_to_ciliated,viper,-4.247260655142684,2.0,0.0028898260569096
LTF,basal_to_club,viper,2.1787082826720705,2.0,0.296790679016769
LTF,basal_to_goblet,viper,0.025530793565962315,2.0,0.8360057392485852
LYL1,basal_to_ciliated,viper,11.201230709418894,5.0,1.763950073231235e-10
LYL1,basal_to_club,viper,1.6098089684239674,5.0,0.4649736739018955
LYL1,basal_to_goblet,viper,2.480857845001288,5.0,0.316263216425058
MAF,basal_to_ciliated,viper,-9.845493473006806,4.0,3.242046294370539e-08
MAF,basal_to_club,viper,-8.352445094439043,4.0,2.210395947844226e-06
MAF,basal_to_goblet,viper,-5.775196295096633,4.0,0.0004257028550911
MAFA,basal_to_ciliated,viper,-4.922216781873028,3.0,0.0004768964207786
MAFA,basal_to_club,viper,-4.717316016171048,3.0,0.0018301359024389
MAFA,basal_to_goblet,viper,-2.9420853623780614,3.0,0.0650805697242686
MAFB,basal_to_ciliated,viper,-12.296971035701365,4.0,2.446338790930633e-12
MAFB,basal_to_club,viper,-6.421897778843826,4.0,7.589416024911833e-05
MAFB,basal_to_goblet,viper,-6.858666621637088,4.0,0.0003473695600985
MAFF,basal_to_ciliated,viper,-7.821734139950527,5.0,2.872083076454521e-05
MAFF,basal_to_club,viper,-1.3561463570089134,5.0,0.6561432494699753
MAFF,basal_to_goblet,viper,-2.3158759707819168,5.0,0.3392581632460067
MAFG,basal_to_ciliated,viper,-0.025532496271910565,4.0,0.2254678941106831
MAFG,basal_to_club,viper,-0.34816765996396337,4.0,0.3260660198292801
MAFG,basal_to_goblet,viper,2.2254090017883374,4.0,0.1575903380798682
MAFK,basal_to_ciliated,viper,-2.846403409507503,5.0,0.0773331255797549
MAFK,basal_to_club,viper,0.942285225998193,5.0,0.4269309909444219
MAFK,basal_to_goblet,viper,1.158849316075638,5.0,0.2955395256472065
MAX,basal_to_ciliated,viper,-11.051519177450219,5.0,6.546287167693067e-13
MAX,basal_to_club,viper,-13.131713267653694,5.0,5.442256658385205e-17
MAX,basal_to_goblet,viper,-12.914921896169966,5.0,1.1231630135796655e-15
MAZ,basal_to_ciliated,viper,13.311370313172178,5.0,1.3978555492629176e-17
MAZ,basal_to_club,viper,0.36472576345335217,5.0,0.5277897475084181
MAZ,basal_to_goblet,viper,0.7946749974273073,5.0,0.4636546105763933
MBD1,basal_to_ciliated,viper,8.457085765570074,3.0,7.484323377427271e-10
MBD1,basal_to_club,viper,2.335289465995684,3.0,0.350584802154588
MBD1,basal_to_goblet,viper,1.182617524008324,3.0,0.4752777925275621
MBD2,basal_to_ciliated,viper,4.246759041734246,4.0,0.0052708024086294
MBD2,basal_to_club,viper,0.7284969872794218,4.0,0.4819534091159495
MBD2,basal_to_goblet,viper,2.3019575069288885,4.0,0.2244211705544426
MBD3,basal_to_ciliated,viper,-4.29482256455637,4.0,0.007159826459492
MBD3,basal_to_club,viper,-1.4250509822017894,4.0,0.1861851709046841
MBD3,basal_to_goblet,viper,-1.0473203846310568,4.0,0.1916640475153791
MBD4,basal_to_ciliated,viper,8.83808139754486,5.0,2.2654249407661958e-08
MBD4,basal_to_club,viper,-4.697026777590493,5.0,0.0281706273452354
MBD4,basal_to_goblet,viper,-4.589619979408029,5.0,0.0116525853638809
MBD6,basal_to_ciliated,viper,3.364770988752175,2.0,0.0107185219149821
MBD6,basal_to_club,viper,2.1942415915769593,2.0,0.2762885106540786
MBD6,basal_to_goblet,viper,1.2970658185779738,2.0,0.5119033183935972
MBNL2,basal_to_ciliated,viper,6.355914241803616,3.0,4.597527443115422e-05
MBNL2,basal_to_club,viper,3.54432689124281,3.0,0.0492287148841122
MBNL2,basal_to_goblet,viper,2.7231959643032035,3.0,0.1132816372110289
MECOM,basal_to_ciliated,viper,7.023024898915708,3.0,3.7002265178709897e-06
MECOM,basal_to_club,viper,7.061885285453607,3.0,2.7254928515755856e-06
MECOM,basal_to_goblet,viper,7.648345772847668,3.0,2.5122487496465273e-07
MECP2,basal_to_ciliated,viper,4.193029684390256,3.0,0.0067247931873323
MECP2,basal_to_club,viper,2.04608653047278,3.0,0.320389254909745
MECP2,basal_to_goblet,viper,0.32892164674168584,3.0,0.769774606126026
MEF2A,basal_to_ciliated,viper,7.744156385469701,6.0,4.4468577296173486e-05
MEF2A,basal_to_club,viper,2.3502874317475215,6.0,0.3753974508257286
MEF2A,basal_to_goblet,viper,1.860643223633633,6.0,0.5172979820812922
MEF2B,basal_to_ciliated,viper,3.163119068684744,4.0,0.0349849563720104
MEF2B,basal_to_club,viper,-4.382204101291584,4.0,0.0140643297501013
MEF2B,basal_to_goblet,viper,-3.8774492647267644,4.0,0.0415536808356913
MEF2C,basal_to_ciliated,viper,-2.8602611496385437,5.0,0.2015353426308496
MEF2C,basal_to_club,viper,1.8926192819946177,5.0,0.4455045015928748
MEF2C,basal_to_goblet,viper,-1.6308481762482678,5.0,0.4406095283389558
MEF2D,basal_to_ciliated,viper,2.3028046021677735,3.0,0.1360347147597369
MEF2D,basal_to_club,viper,2.604140617410111,3.0,0.1570736942386133
MEF2D,basal_to_goblet,viper,2.0164445957379553,3.0,0.3374717556894849
MEIS1,basal_to_ciliated,viper,-2.245744690070873,5.0,0.0779531059601863
MEIS1,basal_to_club,viper,-5.255294675960461,5.0,0.0076621870124989
MEIS1,basal_to_goblet,viper,-3.3776336418382313,5.0,0.070850502027683
MEIS2,basal_to_ciliated,viper,8.851720788992461,4.0,9.860079059657105e-07
MEIS2,basal_to_club,viper,-1.6284196038223233,4.0,0.4069263343628388
MEIS2,basal_to_goblet,viper,-0.8854069180098345,4.0,0.4973906859984418
MEIS3,basal_to_ciliated,viper,-8.915076637840222,3.0,2.4963165637442565e-08
MEIS3,basal_to_club,viper,-6.116369574501878,3.0,1.628709650618743e-05
MEIS3,basal_to_goblet,viper,-5.101426094569335,3.0,0.0005654822924547
MEOX1,basal_to_ciliated,viper,-8.381799275603237,3.0,2.047550911040623e-06
MEOX1,basal_to_club,viper,-8.220667277791955,3.0,6.3275071143456345e-06
MEOX1,basal_to_goblet,viper,-7.868566798212749,3.0,1.0797418402087011e-05
MEOX2,basal_to_ciliated,viper,-5.045161752187977,3.0,0.0057544146816227
MEOX2,basal_to_club,viper,-7.851596867440653,3.0,9.57667389601563e-06
MEOX2,basal_to_goblet,viper,-6.452176808633072,3.0,0.0005559332936308
MESP1,basal_to_ciliated,viper,-2.517537496220946,3.0,0.1593911590047598
MESP1,basal_to_club,viper,5.5090918269630675,3.0,0.0001088043920951
MESP1,basal_to_goblet,viper,4.8137909597006034,3.0,0.0010121373270028
MESP2,basal_to_ciliated,viper,-3.374787623288071,3.0,0.0392095323500622
MESP2,basal_to_club,viper,3.247589549508353,3.0,0.0386552807247791
MESP2,basal_to_goblet,viper,1.2289704644427073,3.0,0.3376272286865616
MGA,basal_to_ciliated,viper,2.9794421212888027,3.0,0.1028875704222107
MGA,basal_to_club,viper,2.6466341676527714,3.0,0.2240973251921273
MGA,basal_to_goblet,viper,-2.1148920575638663,3.0,0.247068499665701
MITF,basal_to_ciliated,viper,18.261438047280237,5.0,1.3551615435025437e-33
MITF,basal_to_club,viper,11.097938628311145,5.0,5.6493692507642934e-14
MITF,basal_to_goblet,viper,12.906324726030093,5.0,1.0448830140216929e-17
MIXL1,basal_to_ciliated,viper,-5.264391054091617,3.0,0.0017266284611114
MIXL1,basal_to_club,viper,-6.744237160113396,3.0,0.0001492021351054
MIXL1,basal_to_goblet,viper,-6.597074180492106,3.0,0.0001634598218097
MKX,basal_to_ciliated,viper,6.928207801400679,3.0,5.38680245669308e-05
MKX,basal_to_club,viper,-0.3169823051512323,3.0,0.8793304670547699
MKX,basal_to_goblet,viper,-1.119583608633882,3.0,0.7009585100991635
MLX,basal_to_ciliated,viper,-2.117374292930869,3.0,0.1458278293144606
MLX,basal_to_club,viper,-3.3528617218533294,3.0,0.0370416876523427
MLX,basal_to_goblet,viper,-2.664343664767037,3.0,0.0937304003392787
MLXIP,basal_to_ciliated,viper,5.699977946763865,3.0,0.0018644444472328
MLXIP,basal_to_club,viper,3.4430247477536997,3.0,0.0492287148841122
MLXIP,basal_to_goblet,viper,2.911839264153732,3.0,0.0965499789089034
MLXIPL,basal_to_ciliated,viper,0.06715764211129696,3.0,0.7685784942881105
MLXIPL,basal_to_club,viper,-1.873321096998524,3.0,0.2907368585777241
MLXIPL,basal_to_goblet,viper,-4.127362574200514,3.0,0.0237490385821663
MNT,basal_to_ciliated,viper,-3.846337236539235,4.0,0.0154381912296918
MNT,basal_to_club,viper,-2.163654549465239,4.0,0.4192348321599494
MNT,basal_to_goblet,viper,-1.1344175597246082,4.0,0.6189543590339078
MNX1,basal_to_ciliated,viper,-6.070094799729771,4.0,7.070950068103307e-05
MNX1,basal_to_club,viper,-5.293304032793728,4.0,0.0020359436504077
MNX1,basal_to_goblet,viper,-4.333102154332854,4.0,0.0145955689632784
MSANTD1,basal_to_ciliated,viper,5.242734027565741,2.0,0.0002920585394206
MSANTD1,basal_to_club,viper,-1.4687319740292624,2.0,0.448378917516009
MSANTD1,basal_to_goblet,viper,-1.513871352550459,2.0,0.454180689939901
MSANTD3,basal_to_ciliated,viper,-4.249084358899851,2.0,0.0010634085555603
MSANTD3,basal_to_club,viper,-5.029938708031335,2.0,0.0009586012820335
