tf,contrast,method,nes,n_networks,fdr
MSANTD3,basal_to_goblet,viper,-3.6705054769144096,2.0,0.0261029289940698
MSANTD4,basal_to_ciliated,viper,2.1842177663130817,2.0,0.1200412949774544
MSANTD4,basal_to_club,viper,-0.8758422467120425,2.0,0.714983347198983
MSANTD4,basal_to_goblet,viper,-1.3252073974644405,2.0,0.5877703267281302
MSC,basal_to_ciliated,viper,-7.728133174864576,3.0,3.882241302249704e-06
MSC,basal_to_club,viper,-8.388324547350814,3.0,6.813408141168621e-07
MSC,basal_to_goblet,viper,-8.218623116374175,3.0,6.417789771426073e-06
MSGN1,basal_to_ciliated,viper,-8.608551439131825,3.0,6.364435072860317e-10
MSGN1,basal_to_club,viper,-9.075369993692574,3.0,8.552846504190253e-10
MSGN1,basal_to_goblet,viper,-6.2735952206765395,3.0,0.0001699006370917
MSX1,basal_to_ciliated,viper,-5.209356603620517,3.0,0.0012173267956116
MSX1,basal_to_club,viper,-5.09775260523454,3.0,0.0043116763812726
MSX1,basal_to_goblet,viper,-3.574438414136437,3.0,0.0949033832449911
MSX2,basal_to_ciliated,viper,5.255671026503186,3.0,0.0012835247040503
MSX2,basal_to_club,viper,-1.6307126544715178,3.0,0.4821907940354715
MSX2,basal_to_goblet,viper,-1.781515417795512,3.0,0.4340940783199815
MTERF1,basal_to_ciliated,viper,-3.0777612691604337,2.0,0.029694130067916
MTERF1,basal_to_club,viper,-5.0830906270877545,2.0,0.0005331390468549
MTERF1,basal_to_goblet,viper,-5.008889846668742,2.0,0.0007068849293211
MTERF2,basal_to_ciliated,viper,1.9834774165634417,2.0,0.1456102101488278
MTERF2,basal_to_club,viper,0.0031009718242523934,2.0,0.8665894486688046
MTERF2,basal_to_goblet,viper,-1.1038106400559429,2.0,0.6195325496371074
MTERF3,basal_to_ciliated,viper,-4.952015123966709,2.0,0.0004085910232501
MTERF3,basal_to_club,viper,-7.8720305977434135,2.0,3.237248241645511e-08
MTERF3,basal_to_goblet,viper,-7.230258067064378,2.0,1.692242090463467e-07
MTERF4,basal_to_ciliated,viper,-2.6496196707083906,2.0,0.0505827020182263
MTERF4,basal_to_club,viper,-1.4037527825590588,2.0,0.4697613149368346
MTERF4,basal_to_goblet,viper,-1.8605037676844836,2.0,0.373410008302285
MTF1,basal_to_ciliated,viper,4.532554423411606,2.0,0.0039235235198652
MTF1,basal_to_club,viper,0.9719038613426797,2.0,0.7170432655488637
MTF1,basal_to_goblet,viper,1.8611062795998452,2.0,0.3041835123646517
MTF2,basal_to_ciliated,viper,-11.94095489908545,3.0,9.502151577866517e-19
MTF2,basal_to_club,viper,-8.184818822704583,3.0,1.4466590082969662e-09
MTF2,basal_to_goblet,viper,-7.811117949542557,3.0,8.576403835653092e-09
MXD1,basal_to_ciliated,viper,-4.0103673929666765,3.0,0.0265961984750042
MXD1,basal_to_club,viper,-0.27459824402383937,3.0,0.9450356642772304
MXD1,basal_to_goblet,viper,0.23130380358897223,3.0,0.8834342227700153
MXD3,basal_to_ciliated,viper,-0.353890677166535,3.0,0.0532543740704741
MXD3,basal_to_club,viper,-6.52885890016675,3.0,1.2233535737003704e-05
MXD3,basal_to_goblet,viper,-7.166762240421144,3.0,3.021849055146767e-06
MXD4,basal_to_ciliated,viper,5.383759249539197,3.0,0.0018317139097215
MXD4,basal_to_club,viper,3.009184387528113,3.0,0.0679092750082344
MXD4,basal_to_goblet,viper,3.0028110430897215,3.0,0.0900359549222774
MXI1,basal_to_ciliated,viper,15.798858934763892,5.0,4.601411387397693e-25
MXI1,basal_to_club,viper,1.331131574369061,5.0,0.0635547342855233
MXI1,basal_to_goblet,viper,1.241060384634177,5.0,0.1266475383079206
MYB,basal_to_ciliated,viper,13.00880572017786,6.0,4.222517952114225e-11
MYB,basal_to_club,viper,3.4649994692468784,6.0,0.0907578513655834
MYB,basal_to_goblet,viper,4.254740215527787,6.0,0.0528625822841089
MYBL1,basal_to_ciliated,viper,-5.305999772643806,4.0,0.0005904075066082
MYBL1,basal_to_club,viper,-8.621402210164213,4.0,1.5190053886416988e-08
MYBL1,basal_to_goblet,viper,-6.573829157211428,4.0,3.376900506846296e-05
MYBL2,basal_to_ciliated,viper,-15.414265724060622,6.0,9.814837841710579e-14
MYBL2,basal_to_club,viper,-14.096458408616162,6.0,8.086524796184171e-10
MYBL2,basal_to_goblet,viper,-14.52147222136585,6.0,4.5937661881320754e-10
MYC,basal_to_ciliated,viper,-29.503326497757307,6.0,2.9404015610735867e-55
MYC,basal_to_club,viper,-17.572942135431155,6.0,2.6647207179602175e-20
MYC,basal_to_goblet,viper,-22.2776292415867,6.0,4.5862694652847416e-32
MYCL,basal_to_ciliated,viper,-5.221448101000735,2.0,0.0003300267182781
MYCL,basal_to_club,viper,-6.995744342188582,2.0,2.201987367926364e-07
MYCL,basal_to_goblet,viper,-5.220814083675409,2.0,0.0002109391300345
MYCN,basal_to_ciliated,viper,-19.929936235468105,5.0,1.2403957275626753e-33
MYCN,basal_to_club,viper,-14.865760069752604,5.0,2.4905670946139466e-19
MYCN,basal_to_goblet,viper,-12.243128743671503,5.0,3.923425667816498e-12
MYF6,basal_to_ciliated,viper,-6.751279179554623,3.0,9.377930049436386e-05
MYF6,basal_to_club,viper,-5.4627787424329295,3.0,0.0044595289102806
MYF6,basal_to_goblet,viper,-4.859353568909207,3.0,0.0105337858231798
MYNN,basal_to_ciliated,viper,-6.514254286517154,4.0,1.084643980864985e-05
MYNN,basal_to_club,viper,-9.25153697330037,4.0,2.5132740659683e-10
MYNN,basal_to_goblet,viper,-9.445243238936326,4.0,7.378328455811817e-11
MYPOP,basal_to_ciliated,viper,-3.414490858960915,2.0,0.0284187815994985
MYPOP,basal_to_club,viper,-1.4740558106372192,2.0,0.4647746186867304
MYPOP,basal_to_goblet,viper,-1.021198550160189,2.0,0.6546058575334982
MYRF,basal_to_ciliated,viper,-4.372721139361874,2.0,0.0053918128621144
MYRF,basal_to_club,viper,-0.2223130844475861,2.0,0.8422141755067968
MYRF,basal_to_goblet,viper,0.9269155712125043,2.0,0.6759143996851898
MYRFL,basal_to_ciliated,viper,5.424724676548891,2.0,0.0003389686909413
MYRFL,basal_to_club,viper,1.5066533850782182,2.0,0.4159185519814556
MYRFL,basal_to_goblet,viper,1.4886992107389845,2.0,0.4257773265967016
MYSM1,basal_to_ciliated,viper,1.4118184866969423,3.0,0.4265592362777847
MYSM1,basal_to_club,viper,3.0104157828497278,3.0,0.0964371799170792
MYSM1,basal_to_goblet,viper,0.3149100548206408,3.0,0.8312813334126554
MYT1,basal_to_ciliated,viper,-5.215855656111301,3.0,0.0013213339884696
MYT1,basal_to_club,viper,-5.811518768203567,3.0,0.0001269040330843
MYT1,basal_to_goblet,viper,-4.734121213189355,3.0,0.0052191361619361
MYT1L,basal_to_ciliated,viper,2.7097531774236465,3.0,0.11497164366346
MYT1L,basal_to_club,viper,-2.508366757064466,3.0,0.2803611238132991
MYT1L,basal_to_goblet,viper,-2.780056540960247,3.0,0.2002616755784602
MZF1,basal_to_ciliated,viper,7.358283316555114,3.0,6.309282304818405e-05
MZF1,basal_to_club,viper,2.6614777610496603,3.0,0.1519536234571439
MZF1,basal_to_goblet,viper,1.601845497847488,3.0,0.4990281595844843
NACC2,basal_to_ciliated,viper,5.956268829647831,2.0,0.0001095835319533
NACC2,basal_to_club,viper,2.75080958042524,2.0,0.0856649787409087
NACC2,basal_to_goblet,viper,2.628421755909252,2.0,0.1177984275633354
NAIF1,basal_to_ciliated,viper,1.437796231622301,2.0,0.3331494136537469
NAIF1,basal_to_club,viper,-1.4775467737398835,2.0,0.5395867541009061
NAIF1,basal_to_goblet,viper,-0.023354709922078373,2.0,0.7399830898931751
NANOG,basal_to_ciliated,viper,-3.994795092925228,6.0,0.0202311053116591
NANOG,basal_to_club,viper,-9.764771562612784,6.0,5.95174969107648e-10
NANOG,basal_to_goblet,viper,-8.59131977481412,6.0,3.7653409391590724e-08
NANOGNB,basal_to_ciliated,viper,-1.4386118686276717,2.0,0.3522221447402739
NANOGNB,basal_to_club,viper,-2.4386244571706097,2.0,0.1331417643236112
NANOGNB,basal_to_goblet,viper,-2.0839166560517017,2.0,0.2174596859881557
NANOGP8,basal_to_ciliated,viper,-7.2697444111544565,2.0,1.2009172724896612e-08
NANOGP8,basal_to_club,viper,-7.010584488199447,2.0,1.4271884868298138e-07
NANOGP8,basal_to_goblet,viper,-7.0288541334091645,2.0,1.1077566277759193e-07
NCOA1,basal_to_ciliated,viper,7.494539313786895,4.0,3.2133944274175886e-05
NCOA1,basal_to_club,viper,5.244728379280547,4.0,0.0029370018775125
NCOA1,basal_to_goblet,viper,3.9482983640220954,4.0,0.0317555227913049
NCOA2,basal_to_ciliated,viper,8.617447793291024,4.0,1.7473507406632758e-08
NCOA2,basal_to_club,viper,5.837983505709347,4.0,0.0012218621939517
NCOA2,basal_to_goblet,viper,4.752805840674738,4.0,0.0202539870100753
NCOA3,basal_to_ciliated,viper,6.6247547454277385,4.0,1.0832800248958446e-05
NCOA3,basal_to_club,viper,4.734280804859045,4.0,0.0219508802409547
NCOA3,basal_to_goblet,viper,4.287953031839606,4.0,0.0223851965875415
NEUROD1,basal_to_ciliated,viper,-1.7690796950462284,4.0,0.2724129344519277
NEUROD1,basal_to_club,viper,-7.114782337157649,4.0,0.0001170954114475
NEUROD1,basal_to_goblet,viper,-5.9095741614032065,4.0,8.541835910869604e-05
NEUROD2,basal_to_ciliated,viper,-15.233571387520428,4.0,2.2494676362613428e-28
NEUROD2,basal_to_club,viper,-14.495290484628747,4.0,1.8110440106157104e-25
NEUROD2,basal_to_goblet,viper,-11.061225348449923,4.0,2.0408799694720782e-14
NEUROD4,basal_to_ciliated,viper,-6.251908437129089,3.0,4.924593773026255e-05
NEUROD4,basal_to_club,viper,-5.692349050959297,3.0,0.0029036603362599
NEUROD4,basal_to_goblet,viper,-4.611416152218341,3.0,0.013438722688255
NEUROG1,basal_to_ciliated,viper,-7.116283560970426,3.0,7.08484914615104e-06
NEUROG1,basal_to_club,viper,-7.611490592465182,3.0,1.5306627706228103e-05
NEUROG1,basal_to_goblet,viper,-5.744409379241811,3.0,0.0018882193606239
NEUROG2,basal_to_ciliated,viper,-9.323346733741523,3.0,4.50148756856237e-08
NEUROG2,basal_to_club,viper,-8.166488489934627,3.0,2.8928448647072833e-05
NEUROG2,basal_to_goblet,viper,-8.099989815150831,3.0,2.0980909773660303e-05
NFAT5,basal_to_ciliated,viper,-0.9225570089458681,3.0,0.4921307644717165
NFAT5,basal_to_club,viper,2.7679135904882117,3.0,0.1072937818581906
NFAT5,basal_to_goblet,viper,0.8475462311646591,3.0,0.4881705125836363
NFATC1,basal_to_ciliated,viper,6.585432511950328,5.0,2.33324488162157e-05
NFATC1,basal_to_club,viper,-2.0266504181659437,5.0,0.3621486662276486
NFATC1,basal_to_goblet,viper,-1.7801993604198942,5.0,0.511146957999377
NFATC2,basal_to_ciliated,viper,8.550575870523724,3.0,7.665009638354374e-07
NFATC2,basal_to_club,viper,3.528721102073503,3.0,0.077071425682943
NFATC2,basal_to_goblet,viper,3.1130308192272347,3.0,0.1742023776494844
NFATC3,basal_to_ciliated,viper,1.591920153958242,3.0,0.3762426909440843
NFATC3,basal_to_club,viper,-1.4133160881392108,3.0,0.6121398391375092
NFATC3,basal_to_goblet,viper,-1.3950818921694557,3.0,0.5835787123008347
NFATC4,basal_to_ciliated,viper,-7.336617784837939,3.0,6.54881408216108e-06
NFATC4,basal_to_club,viper,-2.6802583133578364,3.0,0.219359116509824
NFATC4,basal_to_goblet,viper,-5.488779167854353,3.0,0.0038629377218521
NFE2,basal_to_ciliated,viper,4.777822924051888,5.0,0.0012624961367751
NFE2,basal_to_club,viper,5.450859163975911,5.0,0.0109456811307691
NFE2,basal_to_goblet,viper,5.017139628429991,5.0,0.0074243881824517
NFE2L1,basal_to_ciliated,viper,6.158086331076712,4.0,1.3793872313749144e-05
NFE2L1,basal_to_club,viper,0.2425895152371938,4.0,0.5393893442128018
NFE2L1,basal_to_goblet,viper,2.7685726273533806,4.0,0.299546306919631
NFE2L2,basal_to_ciliated,viper,-8.039877328068258,5.0,5.283127327278736e-06
NFE2L2,basal_to_club,viper,-10.78528646891282,5.0,4.604437385354742e-09
NFE2L2,basal_to_goblet,viper,-8.404572003501322,5.0,6.844678131902704e-05
NFE2L3,basal_to_ciliated,viper,-6.075881413364577,3.0,0.0003708127156583
NFE2L3,basal_to_club,viper,-4.593701959333998,3.0,0.0031476995725497
NFE2L3,basal_to_goblet,viper,-3.3918653908974337,3.0,0.0842938377286647
NFE4,basal_to_ciliated,viper,-1.6809718169385488,1.0,0.1471834250084647
NFE4,basal_to_club,viper,-2.70837524132606,1.0,0.0341268999848494
NFE4,basal_to_goblet,viper,-1.381388900332311,1.0,0.3503160594983431
NFIA,basal_to_ciliated,viper,3.057088218318695,3.0,0.035627342213367
NFIA,basal_to_club,viper,-0.8680938713206847,3.0,0.7442149471499132
NFIA,basal_to_goblet,viper,-2.795006072575211,3.0,0.1836645410724405
NFIB,basal_to_ciliated,viper,-3.1865397939592803,4.0,0.0555407714552244
NFIB,basal_to_club,viper,-3.714614073072833,4.0,0.0227767923979557
NFIB,basal_to_goblet,viper,-5.514800619686449,4.0,0.0010530211914325
NFIC,basal_to_ciliated,viper,-4.493646666120857,5.0,0.0154381912296918
NFIC,basal_to_club,viper,-5.537584387338677,5.0,0.0081332940358078
NFIC,basal_to_goblet,viper,-6.873644184611344,5.0,0.0012546218622556
NFIL3,basal_to_ciliated,viper,-2.556294873366768,3.0,0.0719687481035743
NFIL3,basal_to_club,viper,-0.29567208686305846,3.0,0.5342516064923387
NFIL3,basal_to_goblet,viper,-2.0405703153487535,3.0,0.2399817177027206
NFIX,basal_to_ciliated,viper,1.5778852915806998,3.0,0.3313354008442473
NFIX,basal_to_club,viper,-2.5030192370003426,3.0,0.1168761392786703
NFIX,basal_to_goblet,viper,-3.1725020411338196,3.0,0.0504042896083472
NFKB1,basal_to_ciliated,viper,-6.498903840227431,4.0,0.0001071223757793
NFKB1,basal_to_club,viper,-4.1421986972310165,4.0,0.0277750046121692
NFKB1,basal_to_goblet,viper,-5.334780624212805,4.0,0.0043926292804361
NFKB2,basal_to_ciliated,viper,-6.863562435249729,4.0,1.804031129448255e-05
NFKB2,basal_to_club,viper,-0.7275231422541064,4.0,0.6774790356654307
NFKB2,basal_to_goblet,viper,-1.7602758072404137,4.0,0.4324422036842018
NFX1,basal_to_ciliated,viper,5.9059750971441485,3.0,3.38640163000994e-05
NFX1,basal_to_club,viper,1.2910164009200729,3.0,0.50470337731634
NFX1,basal_to_goblet,viper,1.331839570911226,3.0,0.607478076153483
NFXL1,basal_to_ciliated,viper,2.6745583168514253,3.0,0.1395440199075081
NFXL1,basal_to_club,viper,-1.1367946840997054,3.0,0.5520890856339543
NFXL1,basal_to_goblet,viper,-1.5914269639389396,3.0,0.4230847252876611
NFYA,basal_to_ciliated,viper,13.405749847607861,5.0,8.313277162825326e-14
NFYA,basal_to_club,viper,0.7652673612965869,5.0,0.3411248537711421
NFYA,basal_to_goblet,viper,-1.0559572565145798,5.0,0.160919319872898
NFYB,basal_to_ciliated,viper,5.795245780711974,5.0,1.3986747312530548e-05
NFYB,basal_to_club,viper,-9.123321255227138,5.0,8.192004169016053e-07
NFYB,basal_to_goblet,viper,-9.461882418050392,5.0,5.380900791708639e-06
NFYC,basal_to_ciliated,viper,-6.601318096048173,3.0,5.150065028333985e-05
NFYC,basal_to_club,viper,-4.032164303627755,3.0,0.007020888642771
NFYC,basal_to_goblet,viper,-5.23207139992664,3.0,0.0003378760243918
NHLH1,basal_to_ciliated,viper,-5.613411586378624,3.0,0.0017680094974418
NHLH1,basal_to_club,viper,-3.8652025907127245,3.0,0.0167178237066273
NHLH1,basal_to_goblet,viper,-2.878626142869374,3.0,0.0729165989244189
NHLH2,basal_to_ciliated,viper,0.34907480627695886,3.0,0.4073094432629148
NHLH2,basal_to_club,viper,-3.376626585187897,3.0,0.0391848559232706
NHLH2,basal_to_goblet,viper,-4.736345910621367,3.0,0.0070978441890086
NKRF,basal_to_ciliated,viper,-6.658940065664061,3.0,2.8048236084826377e-05
NKRF,basal_to_club,viper,-8.540372457786345,3.0,3.1574060156075794e-08
NKRF,basal_to_goblet,viper,-9.33128560776514,3.0,1.2412194399956998e-08
NME2,basal_to_ciliated,viper,-4.935163959915959,3.0,0.0055194571055447
NME2,basal_to_club,viper,-1.2663345077758597,3.0,0.564167974354969
NME2,basal_to_goblet,viper,-2.067135026703825,3.0,0.3658710278305532
NOTO,basal_to_ciliated,viper,-6.50669226187578,3.0,3.787612965941706e-05
NOTO,basal_to_club,viper,-9.251691273665317,3.0,1.6212176155209801e-07
NOTO,basal_to_goblet,viper,-6.876059931444076,3.0,5.880765674078273e-05
NPAS1,basal_to_ciliated,viper,5.7913811987783355,3.0,0.0005031931093643
NPAS1,basal_to_club,viper,-1.9310484080110564,3.0,0.3666405809697376
NPAS1,basal_to_goblet,viper,-0.5907944500836307,3.0,0.8515896710878248
NPAS2,basal_to_ciliated,viper,2.498169832250899,3.0,0.1748214653956192
NPAS2,basal_to_club,viper,1.6954212225522496,3.0,0.5280082493392617
NPAS2,basal_to_goblet,viper,0.5734715450485637,3.0,0.4896515761987841
NPAS3,basal_to_ciliated,viper,8.128213421321894,3.0,4.106783033962366e-06
NPAS3,basal_to_club,viper,1.723734467770125,3.0,0.4858706860830458
NPAS3,basal_to_goblet,viper,0.9980413015627219,3.0,0.7259684648167718
NPAS4,basal_to_ciliated,viper,-5.731787143425037,3.0,0.0001277210062503
NPAS4,basal_to_club,viper,-4.802057922159756,3.0,0.0020275895621955
NPAS4,basal_to_goblet,viper,-4.5411151751814245,3.0,0.0036503687972275
NR0B1,basal_to_ciliated,viper,-10.025704105659322,4.0,1.598213173188189e-12
NR0B1,basal_to_club,viper,-11.720155246941133,4.0,1.1335361888674189e-16
NR0B1,basal_to_goblet,viper,-9.73303232678058,4.0,7.416186126525901e-12
NR1D1,basal_to_ciliated,viper,-6.496450551413944,3.0,2.1456952845710573e-05
NR1D1,basal_to_club,viper,-5.329921591936727,3.0,0.0007639666436353
NR1D1,basal_to_goblet,viper,-4.786577186981929,3.0,0.0051118474840491
NR1D2,basal_to_ciliated,viper,2.350257506192369,3.0,0.1984891666003247
NR1D2,basal_to_club,viper,0.2991920352330351,3.0,0.446841651770117
NR1D2,basal_to_goblet,viper,-0.1739178187585172,3.0,0.4994403315057594
NR1H2,basal_to_ciliated,viper,-3.2183555202440854,4.0,0.059221413879005
NR1H2,basal_to_club,viper,-3.0426270083609346,4.0,0.1463130992228399
NR1H2,basal_to_goblet,viper,-2.195721247329146,4.0,0.285310416557172
NR1H3,basal_to_ciliated,viper,-5.504702752709998,5.0,0.0026451843322305
NR1H3,basal_to_club,viper,-2.8308645580974208,5.0,0.1456268625860708
NR1H3,basal_to_goblet,viper,-4.61726249632744,5.0,0.027807866548126
NR1I2,basal_to_ciliated,viper,3.948730453021606,4.0,0.0463116923635385
NR1I2,basal_to_club,viper,-3.476852191694901,4.0,0.0612800210682804
NR1I2,basal_to_goblet,viper,-1.663594350416884,4.0,0.4656370684475903
NR1I3,basal_to_ciliated,viper,-3.5911783353765308,3.0,0.0209162423425089
NR1I3,basal_to_club,viper,-4.701300096777783,3.0,0.0028316232782446
NR1I3,basal_to_goblet,viper,-3.7556065210082807,3.0,0.0148873206372227
NR2C1,basal_to_ciliated,viper,4.715003506799902,3.0,0.0099572889125369
NR2C1,basal_to_club,viper,1.2740084708066926,3.0,0.5936070346125817
NR2C1,basal_to_goblet,viper,-0.4002916320169726,3.0,0.5854928912001841
NR2C2,basal_to_ciliated,viper,9.699147399622662,5.0,3.9183593692740253e-10
NR2C2,basal_to_club,viper,4.71526506665046,5.0,0.0234381343294237
NR2C2,basal_to_goblet,viper,3.4480916006721425,5.0,0.1215213283707984
NR2E1,basal_to_ciliated,viper,-7.176089328236143,3.0,0.0001037489581239
NR2E1,basal_to_club,viper,-5.826166232738199,3.0,0.0016110196960164
NR2E1,basal_to_goblet,viper,-6.0766135643172925,3.0,0.0011342800837615
NR2E3,basal_to_ciliated,viper,6.257836387619369,2.0,1.8845231304341884e-06
NR2E3,basal_to_club,viper,-3.1862314442214874,2.0,0.0256882492101161
NR2E3,basal_to_goblet,viper,-2.4271484000277117,2.0,0.1404902091855431
NR2F1,basal_to_ciliated,viper,11.507423611457158,4.0,8.84753106319605e-12
NR2F1,basal_to_club,viper,1.5506822408894432,4.0,0.5463421584467548
NR2F1,basal_to_goblet,viper,2.248188198855528,4.0,0.2066899402612603
NR2F2,basal_to_ciliated,viper,-2.8111492917609957,5.0,0.1010201518389049
NR2F2,basal_to_club,viper,-6.221170471657012,5.0,0.0054854007984946
NR2F2,basal_to_goblet,viper,-5.22057791318865,5.0,0.0166229144766681
NR2F6,basal_to_ciliated,viper,3.085547436707623,4.0,0.0345375924610178
NR2F6,basal_to_club,viper,4.355153332231725,4.0,0.0265353040317724
NR2F6,basal_to_goblet,viper,6.74627491461513,4.0,0.0002103946776241
NR3C1,basal_to_ciliated,viper,10.203732131074473,6.0,1.6389363317155058e-08
NR3C1,basal_to_club,viper,-0.1926226813906287,6.0,0.6889567278453894
NR3C1,basal_to_goblet,viper,-3.2700166680388834,6.0,0.1324163905145626
NR3C2,basal_to_ciliated,viper,8.630427975677515,3.0,3.611330739935069e-07
NR3C2,basal_to_club,viper,5.134361114893411,3.0,0.0034160196587326
NR3C2,basal_to_goblet,viper,4.3589730118600585,3.0,0.0113675997026182
NR4A1,basal_to_ciliated,viper,-5.34724871889952,4.0,0.0016968429237551
NR4A1,basal_to_club,viper,-0.9642409546922954,4.0,0.6451203920176827
NR4A1,basal_to_goblet,viper,-2.602399056436716,4.0,0.2146546265837107
NR4A2,basal_to_ciliated,viper,4.923639090380425,4.0,0.0010468385757188
NR4A2,basal_to_club,viper,-0.3600743766895472,4.0,0.6976844833062664
NR4A2,basal_to_goblet,viper,-0.3968269139030784,4.0,0.6625502333597145
NR4A3,basal_to_ciliated,viper,-1.5587375735323457,3.0,0.2883074623998214
NR4A3,basal_to_club,viper,0.0958050336105746,3.0,0.8996994484056033
NR4A3,basal_to_goblet,viper,-1.599631957336338,3.0,0.3820129062644629
NR5A1,basal_to_ciliated,viper,-5.475843973040374,3.0,0.0005993299818181
NR5A1,basal_to_club,viper,-4.957507410169105,3.0,0.0013518703737279
NR5A1,basal_to_goblet,viper,-4.938697700201583,3.0,0.0010722252632672
NR5A2,basal_to_ciliated,viper,7.648465623810184,4.0,4.111800055998467e-07
NR5A2,basal_to_club,viper,-3.878780178245938,4.0,0.0800272471405003
